molecule,virus,reference,type,pubchem_smiles,obabel_smiles,pubchem_id,similarity_calculated,release
Lopinavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,25151504,1,0.3
Darunavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,CC(CN(S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1COC2C1CCO2)O)C,65015,1,0.3
Favipiravir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=C(N=C(C(=O)N1)C(=O)N)F,Fc1c[nH]c(=O)c(n1)C(=O)N,90311989,1,0.3
Famciclovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C,CC(=O)OCC(CCn1cnc2c1nc(N)nc2)COC(=O)C,16047979,1,0.3
Foscarnet,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C(=O)(O)P(=O)(O)O,OC(=O)P(=O)(O)O,,1,0.3
Lamivudine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1C(OC(S1)CO)N2C=CC(=NC2=O)N,Nc1ccn(c(=O)n1)C1CSC(O1)CO,,1,0.3
Emtricitabine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F,Nc1nc(=O)n(cc1F)C1CSC(O1)CO,,1,0.3
Entecavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C=C1C(CC(C1CO)O)N2C=NC3=C2N=C(NC3=O)N,OCC1C(O)CC(C1=C)n1cnc2c1nc(N)[nH]c2=O,,1,0.3
Beclabuvir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CN1CC2CCC(C1)N2C(=O)C34CC3C5=C(C=CC(=C5)OC)C6=C(C7=C(N6C4)C=C(C=C7)C(=O)NS(=O)(=O)N(C)C)C8CCCCC8,COc1ccc2-c3c(C4CCCCC4)c4c(n3CC3(C(c2c1)C3)C(=O)N1C2CCC1CN(C2)C)cc(cc4)C(=O)NS(=O)(=O)N(C)C,,1,0.3
dec-RVKR-CMK,MERS,nrd.2015.37,experimental,CCCCCCCCCC(=O)NC(CCCN=C(N)N)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(CCCN=C(N)N)C(=O)CCl,NCCCCC(C(=O)NC(C(=O)CCl)CCCN=C(N)N)NC(=O)C(C(C)C)NC(=O)C(NC(=O)CCCCCCCCC)CCCN=C(N)N,,1,0.3
β-D-N4-hydroxycytidine,SARS-COV-2,10.1101/2020.03.19.997890,experimental,OCC1OC(C(C1O)O)n1ccc(nc1=O)NO,OCC1OC(C(C1O)O)n1ccc(nc1=O)NO,,1,0.3
dichlorobenzyl alcohol,SARS-COV-2,10.1177/095632020501600205,experimental,OCc1cc(Cl)cc(c1)Cl,OCc1cc(Cl)cc(c1)Cl,,1,0.3
Amylmetacresol,SARS-COV-2,10.1177/095632020501600205,experimental,CCCCCC1=C(C=C(C=C1)C)O,CCCCCc1ccc(cc1O)C,,1,0.3
oseltamivir,Mixed,Kaggle,mixed,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,CCOC(=O)C1=CC(C(C(C1)N)NC(=O)C)OC(CC)CC,65028,1,0.3
abacavir,Mixed,Kaggle,mixed,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO,OCC1C=CC(C1)n1cnc2c1nc(N)nc2NC1CC1,441300,1,0.3
acyclovir,Mixed,Kaggle,mixed,C1=NC2=C(N1COCCO)N=C(NC2=O)N,OCCOCn1cnc2c1nc(N)[nH]c2=O,135398513,1,0.3
adefovir,Mixed,Kaggle,mixed,C1=NC(=C2C(=N1)N(C=N2)CCOCP(=O)(O)O)N,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,60172,1,0.3
alisporivir,Mixed,Kaggle,mixed,CCC1C(=O)N(C(C(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)C(C)C)CC)C)C,CC=CCC(C(C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(CC)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)O)C,11513676,1,0.3
amdoxovir,Mixed,Kaggle,mixed,C1C(OC(O1)CO)N2C=NC3=C(N=C(N=C32)N)N,OCC1OCC(O1)n1cnc2c1nc(N)nc2N,124088,1,0.3
amprenavir,Mixed,Kaggle,mixed,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,CC(CN(S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1CCOC1)O)C,65016,1,0.3
atazanavir,Mixed,Kaggle,mixed,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,COC(=O)NC(C(C)(C)C)C(=O)NN(Cc1ccc(cc1)c1ccccn1)CC(C(Cc1ccccc1)NC(=O)C(C(C)(C)C)NC(=O)OC)O,148192,1,0.3
balapiravir,Mixed,Kaggle,mixed,CC(C)C(=O)OCC1(C(C(C(O1)N2C=CC(=NC2=O)N)OC(=O)C(C)C)OC(=O)C(C)C)N=[N+]=[N-],[N-]=[N+]=NC1(COC(=O)C(C)C)OC(C(C1OC(=O)C(C)C)OC(=O)C(C)C)n1ccc(nc1=O)N,11691726,1,0.3
baloxavir,Mixed,Kaggle,mixed,C1COCC2N1C(=O)C3=C(C(=O)C=CN3N2C4C5=C(CSC6=CC=CC=C46)C(=C(C=C5)F)F)O,Fc1c(F)ccc2c1CSc1c(C2N2C3COCCN3C(=O)c3n2ccc(=O)c3O)cccc1,124081876,1,0.3
beclabuvir,Mixed,Kaggle,mixed,CN1CC2CCC(C1)N2C(=O)C34CC3C5=C(C=CC(=C5)OC)C6=C(C7=C(N6C4)C=C(C=C7)C(=O)NS(=O)(=O)N(C)C)C8CCCCC8,COc1ccc2-c3c(C4CCCCC4)c4c(n3CC3(C(c2c1)C3)C(=O)N1C2CCC1CN(C2)C)cc(cc4)C(=O)NS(=O)(=O)N(C)C,49773361,1,0.3
boceprevir,Mixed,Kaggle,mixed,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,O=C(NC(C)(C)C)NC(C(C)(C)C)C(=O)N1CC2C(C1C(=O)NC(C(=O)C(=O)N)CC1CCC1)C2(C)C,10324367,1,0.3
brincidofovir,Mixed,Kaggle,mixed,CCCCCCCCCCCCCCCCOCCCOP(=O)(COC(CN1C=CC(=NC1=O)N)CO)O,CCCCCCCCCCCCCCCCOCCCOP(=O)(COC(Cn1ccc(nc1=O)N)CO)O,483477,1,0.3
carbovir,Mixed,Kaggle,mixed,C1C(C=CC1N2C=NC3=C2N=C(NC3=O)N)CO,OCC1C=CC(C1)n1cnc2c1nc(N)[nH]c2=O,135403630,1,0.3
celgosivir,Mixed,Kaggle,mixed,CCCC(=O)OC1CN2CCC(C2C(C1O)O)O,CCCC(=O)OC1CN2CCC(C2C(C1O)O)O,60734,1,0.3
cidofovir,Mixed,Kaggle,mixed,C1=CN(C(=O)N=C1N)CC(CO)OCP(=O)(O)O,OCC(Cn1ccc(nc1=O)N)OCP(=O)(O)O,60613,1,0.3
combivir,Mixed,Kaggle,mixed,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)N=[N+]=[N-],[N-]=[N+]=NC1CC(OC1COP(=O)(OP(=O)(OP(=O)(O)O)O)O)n1cc(C)c(=O)[nH]c1=O,72187,1,0.3
daclatasvir,Mixed,Kaggle,mixed,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)C6CCCN6C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,COC(=O)NC(C(=O)N1CCCC1c1ncc([nH]1)c1ccc(cc1)c1ccc(cc1)c1cnc([nH]1)C1CCCN1C(=O)C(C(C)C)NC(=O)OC)C(C)C,25154714,1,0.3
danoprevir,Mixed,Kaggle,mixed,CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(NC(=O)C3CC(CN3C1=O)OC(=O)N4CC5=C(C4)C(=CC=C5)F)C(=O)NS(=O)(=O)C6CC6,O=C(OC(C)(C)C)NC1CCCCCC=CC2C(NC(=O)C3N(C1=O)CC(C3)OC(=O)N1Cc3c(C1)cccc3F)(C2)C(=O)NS(=O)(=O)C1CC1,11285588,1,0.3
darunavir,Mixed,Kaggle,mixed,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,CC(CN(S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1COC2C1CCO2)O)C,213039,1,0.3
dasabuvir,Mixed,Kaggle,mixed,CC(C)(C)C1=CC(=CC(=C1OC)C2=CC3=C(C=C2)C=C(C=C3)NS(=O)(=O)C)N4C=CC(=O)NC4=O,COc1c(cc(cc1C(C)(C)C)n1ccc(=O)[nH]c1=O)c1ccc2c(c1)ccc(c2)NS(=O)(=O)C,56640146,1,0.3
dolutegravir,Mixed,Kaggle,mixed,CC1CCOC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O,Fc1ccc(c(c1)F)CNC(=O)c1cn2CC3OCCC(N3C(=O)c2c(c1=O)O)C,54726191,1,0.3
elbasvir,Mixed,Kaggle,mixed,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC4=C(C=C3)N5C(OC6=C(C5=C4)C=CC(=C6)C7=CN=C(N7)C8CCCN8C(=O)C(C(C)C)NC(=O)OC)C9=CC=CC=C9)NC(=O)OC,COC(=O)NC(C(=O)N1CCCC1c1ncc([nH]1)c1ccc2-c3cc4c(n3C(Oc2c1)c1ccccc1)ccc(c4)c1cnc([nH]1)C1CCCN1C(=O)C(C(C)C)NC(=O)OC)C(C)C,71661251,1,0.3
elvitegravir,Mixed,Kaggle,mixed,CC(C)C(CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O,OCC(n1cc(C(=O)O)c(=O)c2c1cc(OC)c(c2)Cc1cccc(c1F)Cl)C(C)C,5277135,1,0.3
entecavir,Mixed,Kaggle,mixed,C=C1C(CC(C1CO)O)N2C=NC3=C2N=C(NC3=O)N,OCC1C(O)CC(C1=C)n1cnc2c1nc(N)[nH]c2=O,135398508,1,0.3
famciclovir,Mixed,Kaggle,mixed,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C,CC(=O)OCC(CCn1cnc2c1nc(N)nc2)COC(=O)C,3324,1,0.3
famvir,Mixed,Kaggle,mixed,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C,CC(=O)OCC(CCn1cnc2c1nc(N)nc2)COC(=O)C,3324,1,0.3
favipiravir,Mixed,Kaggle,mixed,C1=C(N=C(C(=O)N1)C(=O)N)F,Fc1c[nH]c(=O)c(n1)C(=O)N,492405,1,0.3
fosamprenavir,Mixed,Kaggle,mixed,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)OP(=O)(O)O)S(=O)(=O)C3=CC=C(C=C3)N,CC(CN(S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1CCOC1)OP(=O)(O)O)C,131536,1,0.3
galidesivir,Mixed,Kaggle,mixed,C1=C(C2=C(N1)C(=NC=N2)N)C3C(C(C(N3)CO)O)O,OCC1NC(C(C1O)O)c1c[nH]c2c1ncnc2N,10445549,1,0.3
ganciclovir,Mixed,Kaggle,mixed,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,OCC(OCn1cnc2c1nc(N)[nH]c2=O)CO,135398740,1,0.3
glecaprevir,Mixed,Kaggle,mixed,CC1(CC1)S(=O)(=O)NC(=O)C2(CC2C(F)F)NC(=O)C3CC4CN3C(=O)C(NC(=O)OC5CCCC5OCC=CC(C6=NC7=CC=CC=C7N=C6O4)(F)F)C(C)(C)C,O=C1OC2CCCC2OCC=CC(F)(F)c2c(OC3CN(C(=O)C(N1)C(C)(C)C)C(C3)C(=O)NC1(CC1C(F)F)C(=O)NS(=O)(=O)C1(C)CC1)nc1c(n2)cccc1,66828839,1,0.3
grazoprevir,Mixed,Kaggle,mixed,CC(C)(C)C1C(=O)N2CC(CC2C(=O)NC3(CC3C=C)C(=O)NS(=O)(=O)C4CC4)OC5=NC6=C(C=CC(=C6)OC)N=C5CCCCCC7CC7OC(=O)N1,C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(NC(=O)OC1CC1CCCCCc1c(O2)nc2cc(OC)ccc2n1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,44603531,1,0.3
laninamivir,Mixed,Kaggle,mixed,CC(=O)NC1C(C=C(OC1C(C(CO)O)OC)C(=O)O)N=C(N)N,OCC(C(C1OC(=CC(C1NC(=O)C)N=C(N)N)C(=O)O)OC)O,502272,1,0.3
ledipasvir,Mixed,Kaggle,mixed,CC(C)C(C(=O)N1CC2(CC2)CC1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)C9C1CCC(C1)N9C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,COC(=O)NC(C(=O)N1CC2(CC1c1ncc([nH]1)c1ccc3-c4c(C(c3c1)(F)F)cc(cc4)c1ccc3c(c1)[nH]c(n3)C1C3CCC(N1C(=O)C(C(C)C)NC(=O)OC)C3)CC2)C(C)C,67505836,1,0.3
letermovir,Mixed,Kaggle,mixed,COC1=C(C=C(C=C1)C(F)(F)F)N2C(C3=C(C(=CC=C3)F)N=C2N4CCN(CC4)C5=CC(=CC=C5)OC)CC(=O)O,COc1cccc(c1)N1CCN(CC1)C1=Nc2c(F)cccc2C(N1c1cc(ccc1OC)C(F)(F)F)CC(=O)O,45138674,1,0.3
lobucavir,Mixed,Kaggle,mixed,C1C(C(C1N2C=NC3=C2N=C(NC3=O)N)CO)CO,OCC1C(CO)CC1n1cnc2c1nc(N)[nH]c2=O,135413519,1,0.3
lopinavir,Mixed,Kaggle,mixed,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727,1,0.3
maribavir,Mixed,Kaggle,mixed,CC(C)NC1=NC2=CC(=C(C=C2N1C3C(C(C(O3)CO)O)O)Cl)Cl,OCC1OC(C(C1O)O)n1c(NC(C)C)nc2c1cc(Cl)c(c2)Cl,471161,1,0.3
nelfinavir,Mixed,Kaggle,mixed,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,OC(C(NC(=O)c1cccc(c1C)O)CSc1ccccc1)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,64143,1,0.3
ombitasvir,Mixed,Kaggle,mixed,CC(C)C(C(=O)N1CCCC1C(=O)NC2=CC=C(C=C2)C3CCC(N3C4=CC=C(C=C4)C(C)(C)C)C5=CC=C(C=C5)NC(=O)C6CCCN6C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,COC(=O)NC(C(=O)N1CCCC1C(=O)Nc1ccc(cc1)C1CCC(N1c1ccc(cc1)C(C)(C)C)c1ccc(cc1)NC(=O)C1CCCN1C(=O)C(C(C)C)NC(=O)OC)C(C)C,54767916,1,0.3
oseltamivir,Mixed,Kaggle,mixed,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,CCOC(=O)C1=CC(C(C(C1)N)NC(=O)C)OC(CC)CC,65028,1,0.3
paritaprevir,Mixed,Kaggle,mixed,CC1=CN=C(C=N1)C(=O)NC2CCCCCC=CC3CC3(NC(=O)C4CC(CN4C2=O)OC5=NC6=CC=CC=C6C7=CC=CC=C75)C(=O)NS(=O)(=O)C8CC8,Cc1ncc(nc1)C(=O)NC1CCCCCC=CC2C(NC(=O)C3N(C1=O)CC(C3)Oc1nc3ccccc3c3c1cccc3)(C2)C(=O)NS(=O)(=O)C1CC1,45110509,1,0.3
penciclovir,Mixed,Kaggle,mixed,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N,OCC(CCn1cnc2c1nc(N)[nH]c2=O)CO,135398748,1,0.3
pencyclovir,Mixed,Kaggle,mixed,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N,OCC(CCn1cnc2c1nc(N)[nH]c2=O)CO,135398748,1,0.3
peramivir,Mixed,Kaggle,mixed,CCC(CC)C(C1C(CC(C1O)C(=O)O)N=C(N)N)NC(=O)C,CCC(C(C1C(N=C(N)N)CC(C1O)C(=O)O)NC(=O)C)CC,154234,1,0.3
pibrentasvir,Mixed,Kaggle,mixed,CC(C(C(=O)N1CCCC1C2=NC3=C(N2)C=C(C(=C3)F)C4CCC(N4C5=CC(=C(C(=C5)F)N6CCC(CC6)C7=CC=C(C=C7)F)F)C8=CC9=C(C=C8F)N=C(N9)C1CCCN1C(=O)C(C(C)OC)NC(=O)OC)NC(=O)OC)OC,COC(=O)NC(C(=O)N1CCCC1c1[nH]c2c(n1)cc(c(c2)C1CCC(N1c1cc(F)c(c(c1)F)N1CCC(CC1)c1ccc(cc1)F)c1cc2[nH]c(nc2cc1F)C1CCCN1C(=O)C(C(OC)C)NC(=O)OC)F)C(OC)C,58031952,1,0.3
pimodivir,Mixed,Kaggle,mixed,C1CC2CCC1C(C2NC3=NC(=NC=C3F)C4=CNC5=C4C=C(C=N5)F)C(=O)O,OC(=O)C1C2CCC(C1Nc1nc(ncc1F)c1c[nH]c3c1cc(F)cn3)CC2,67286591,1,0.3
pirodavir,Mixed,Kaggle,mixed,CCOC(=O)C1=CC=C(C=C1)OCCC2CCN(CC2)C3=NN=C(C=C3)C,CCOC(=O)c1ccc(cc1)OCCC1CCN(CC1)c1ccc(nn1)C,71345,1,0.3
pocapavir,Mixed,Kaggle,mixed,COC1=CC(=C(C=C1)OCC2=CC=C(C=C2)COC3=C(C=CC=C3Cl)Cl)Cl,COc1ccc(c(c1)Cl)OCc1ccc(cc1)COc1c(Cl)cccc1Cl,1455,1,0.3
presatovir,Mixed,Kaggle,mixed,CC1=CN2C(=CC(=N2)C3CCCCN3C(=O)C4=C(C=CC(=C4)Cl)NS(=O)(=O)C)N=C1N5CCC(C5)N,NC1CCN(C1)c1nc2cc(nn2cc1C)C1CCCCN1C(=O)c1cc(Cl)ccc1NS(=O)(=O)C,58029842,1,0.3
raltegravir,Mixed,Kaggle,mixed,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F,Fc1ccc(cc1)CNC(=O)c1nc(n(c(=O)c1O)C)C(NC(=O)c1nnc(o1)C)(C)C,54671008,1,0.3
remdesivir,Mixed,Kaggle,mixed,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,CCC(COC(=O)C(NP(=O)(Oc1ccccc1)OCC1OC(C(C1O)O)(C#N)c1ccc2n1ncnc2N)C)CC,121304016,1,0.3
ritonavir,Mixed,Kaggle,mixed,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,392622,1,0.3
rupintrivir,Mixed,Kaggle,mixed,CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C(CC2=CC=C(C=C2)F)CC(=O)C(C(C)C)NC(=O)C3=NOC(=C3)C,CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C(Cc1ccc(cc1)F)CC(=O)C(C(C)C)NC(=O)c1noc(c1)C,6440352,1,0.3
saquinavir,Mixed,Kaggle,mixed,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,NC(=O)CC(C(=O)NC(C(CN1CC2CCCCC2CC1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2,441243,1,0.3
simeprevir,Mixed,Kaggle,mixed,CC1=C(C=CC2=C1N=C(C=C2OC3CC4C(C3)C(=O)N(CCCCC=CC5CC5(NC4=O)C(=O)NS(=O)(=O)C6CC6)C)C7=NC(=CS7)C(C)C)OC,COc1ccc2c(c1C)nc(cc2OC1CC2C(C1)C(=O)N(C)CCCCC=CC1C(NC2=O)(C1)C(=O)NS(=O)(=O)C1CC1)c1scc(n1)C(C)C,24873435,1,0.3
sofosbuvir,Mixed,Kaggle,mixed,CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3,CC(OC(=O)C(NP(=O)(Oc1ccccc1)OCC1OC(C(C1O)(C)F)n1ccc(=O)[nH]c1=O)C)C,45375808,1,0.3
telaprevir,Mixed,Kaggle,mixed,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C1C2CCCC2CN1C(=O)C(C(C)(C)C)NC(=O)C(C1CCCCC1)NC(=O)c1nccnc1,3010818,1,0.3
tenofovir,Mixed,Kaggle,mixed,CC(CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O,CC(Cn1cnc2c1ncnc2N)OCP(=O)(O)O,464205,1,0.3
tipranavir,Mixed,Kaggle,mixed,CCCC1(CC(=C(C(=O)O1)C(CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4,CCCC1(CCc2ccccc2)CC(=C(C(=O)O1)C(c1cccc(c1)NS(=O)(=O)c1ccc(cn1)C(F)(F)F)CC)O,54682461,1,0.3
umifenovir,Mixed,Kaggle,mixed,CCOC(=O)C1=C(N(C2=CC(=C(C(=C21)CN(C)C)O)Br)C)CSC3=CC=CC=C3,CCOC(=O)c1c(CSc2ccccc2)n(c2c1c(CN(C)C)c(O)c(c2)Br)C,131411,1,0.3
valacyclovir,Mixed,Kaggle,mixed,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N,CC(C(C(=O)OCCOCn1cnc2c1nc(N)[nH]c2=O)N)C,135398742,1,0.3
valganciclovir,Mixed,Kaggle,mixed,CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1N=C(NC2=O)N)N,OCC(OCn1cnc2c1nc(N)[nH]c2=O)COC(=O)C(C(C)C)N,135413535,1,0.3
vapendavir,Mixed,Kaggle,mixed,CCOC1=NOC2=C1C=CC(=C2)OCCC3CCN(CC3)C4=NN=C(C=C4)C,CCOc1noc2c1ccc(c2)OCCC1CCN(CC1)c1ccc(nn1)C,504457,1,0.3
velpatasvir,Mixed,Kaggle,mixed,CC1CCC(N1C(=O)C(C(C)C)NC(=O)OC)C2=NC3=C(N2)C=CC4=CC5=C(C=C43)OCC6=C5C=CC(=C6)C7=CN=C(N7)C8CC(CN8C(=O)C(C9=CC=CC=C9)NC(=O)OC)COC,COCC1CC(N(C1)C(=O)C(c1ccccc1)NC(=O)OC)c1ncc([nH]1)c1ccc2-c3cc4ccc5c(c4cc3OCc2c1)nc([nH]5)C1CCC(N1C(=O)C(C(C)C)NC(=O)OC)C,67683363,1,0.3
voxilaprevir,Mixed,Kaggle,mixed,CCC1C2CN(C1C(=O)NC3(CC3C(F)F)C(=O)NS(=O)(=O)C4(CC4)C)C(=O)C(NC(=O)OC5CC5CCCCC(C6=NC7=C(C=C(C=C7)OC)N=C6O2)(F)F)C(C)(C)C,CCC1C2CN(C1C(=O)NC1(CC1C(F)F)C(=O)NS(=O)(=O)C1(C)CC1)C(=O)C(NC(=O)OC1CC1CCCCC(c1c(O2)nc2cc(OC)ccc2n1)(F)F)C(C)(C)C,89921642,1,0.3
zanamivir,Mixed,Kaggle,mixed,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N,OCC(C(C1OC(=CC(C1NC(=O)C)N=C(N)N)C(=O)O)O)O,60855,1,0.3
