id,molecule,virus,reference,type,smiles,pubchem_id,similarity_calculated
647,Anidulafungin,SARS-COV-2,10.1101/2020.03.20.999730,experimental,CCCCCOc1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C(=O)NC1CC(O)C(O)NC(=O)C2C(O)C(CN2C(=O)C(NC(=O)C(NC(=O)C2N(C(=O)C(NC1=O)C(O)C)CC(C2)O)C(C(c1ccc(cc1)O)O)O)C(O)C)C,166548.0,0
648,Bazedoxifene,SARS-COV-2,10.1101/2020.03.20.999730,experimental,Oc1ccc2c(c1)c(C)c(n2Cc1ccc(cc1)OCCN1CCCCCC1)c1ccc(cc1)O,154257.0,0
649,Berbamine hydrochloride,SARS-COV-2,10.1101/2020.03.20.999730,experimental,COc1c(OC)cc2c3c1Oc1cc4c(cc1OC)CCN(C4Cc1ccc(Oc4cc(CC3N(CC2)C)ccc4O)cc1)C.Cl,56845155.0,0
650,Camostat,SARS-COV-2,10.1101/2020.03.20.999730,experimental,CN(C(=O)COC(=O)Cc1ccc(cc1)OC(=O)c1ccc(cc1)N=C(N)N)C,2536.0,0
651,Cepharanthine,SARS-COV-2,10.1101/2020.03.20.999730,experimental,COc1cc2CCN(C3c2cc1Oc1c2c(CCN(C2Cc2ccc(Oc4cc(C3)ccc4OC)cc2)C)cc2c1OCO2)C,10206.0,0
652,Chloroquine diphosphate,SARS-COV-2,10.1101/2020.03.20.999730,experimental,OP(=O)(O)O.OP(=O)(O)O.CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,64927.0,0
653,Ciclesonide,SARS-COV-2,10.1101/2020.03.20.999730,experimental,O=C(C(C)C)OCC(=O)C12OC(OC1CC1C2(C)CC(O)C2C1CCC1=CC(=O)C=CC21C)C1CCCCC1,6918155.0,0
654,Clomiphene citrate,SARS-COV-2,10.1101/2020.03.20.999730,experimental,OC(=O)C(CC(=O)O)(CC(=O)O)O.CCN(CCOc1ccc(cc1)C(=C(c1ccccc1)Cl)c1ccccc1)CC,3033832.0,0
655,Cyclosporine,SARS-COV-2,10.1101/2020.03.20.999730,experimental,CC=CCC(C(C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)O)C,5284373.0,0
656,Digitoxin,SARS-COV-2,10.1101/2020.03.20.999730,experimental,O=C1OCC(=C1)C1CCC2(C1(C)CCC1C2CCC2C1(C)CCC(C2)OC1CC(O)C(C(O1)C)OC1CC(O)C(C(O1)C)OC1CC(O)C(C(O1)C)O)O,441207.0,0
657,Digoxin,SARS-COV-2,10.1101/2020.03.20.999730,experimental,O=C1OCC(=C1)C1CCC2(C1(C)C(O)CC1C2CCC2C1(C)CCC(C2)OC1CC(O)C(C(O1)C)OC1CC(O)C(C(O1)C)OC1CC(O)C(C(O1)C)O)O,2724385.0,0
658,Dihydrogambogic acid,SARS-COV-2,10.1101/2020.03.20.999730,experimental,CC(=CCc1c2OC34C5(CC=C(C(=O)O)C)OC(C4CC(C5O)C=C3C(=O)c2c(c2c1OC(C)(CCC=C(C)C)C=C2)O)(C)C)C,6857793.0,0
659,Droloxifene,SARS-COV-2,10.1101/2020.03.20.999730,experimental,CCC(=C(c1cccc(c1)O)c1ccc(cc1)OCCN(C)C)c1ccccc1,3033767.0,0
660,Dronedarone HCl,SARS-COV-2,10.1101/2020.03.20.999730,experimental,CCCCc1oc2c(c1C(=O)c1ccc(cc1)OCCCN(CCCC)CCCC)cc(cc2)NS(=O)(=O)C.Cl,219025.0,0
661,Ebastine,SARS-COV-2,10.1101/2020.03.20.999730,experimental,O=C(c1ccc(cc1)C(C)(C)C)CCCN1CCC(CC1)OC(c1ccccc1)c1ccccc1,3191.0,0
662,Eltrombopag,SARS-COV-2,10.1101/2020.03.20.999730,experimental,OC(=O)c1cccc(c1)c1cccc(c1O)N=Nc1c(C)[nH]n(c1=O)c1ccc(c(c1)C)C,135449332.0,0
663,Gilteritinib,SARS-COV-2,10.1101/2020.03.20.999730,experimental,COc1cc(ccc1N1CCC(CC1)N1CCN(CC1)C)Nc1nc(NC2CCOCC2)c(nc1C(=O)N)CC,49803313.0,0
664,Hexachlorophene,SARS-COV-2,10.1101/2020.03.20.999730,experimental,Clc1cc(Cl)c(c(c1O)Cc1c(O)c(Cl)cc(c1Cl)Cl)Cl,3598.0,0
665,Hydroxyprogesterone caproate,SARS-COV-2,10.1101/2020.03.20.999730,experimental,CCCCCC(=O)OC1(CCC2C1(C)CCC1C2CCC2=CC(=O)CCC12C)C(=O)C,169870.0,0
666,Isoosajin,SARS-COV-2,10.1101/2020.03.20.999730,experimental,Oc1ccc(cc1)c1coc2c(c1=O)c1OC(C)(C)CCc1c1c2C=CC(O1)(C)C,1069873.0,0
667,Isopomiferin,SARS-COV-2,10.1101/2020.03.20.999730,experimental,Oc1ccc(cc1O)c1coc2c(c1=O)c1OC(C)(C)CCc1c1c2C=CC(O1)(C)C,20055152.0,0
668,Ivacaftor,SARS-COV-2,10.1101/2020.03.20.999730,experimental,O=C(c1c[nH]c2c(c1=O)cccc2)Nc1cc(O)c(cc1C(C)(C)C)C(C)(C)C,16220172.0,0
669,Lanatoside C,SARS-COV-2,10.1101/2020.03.20.999730,experimental,OCC1OC(OC2C(C)OC(CC2OC(=O)C)OC2C(O)CC(OC2C)OC2C(O)CC(OC2C)OC2CCC3(C(C2)CCC2C3CC(O)C3(C2(O)CCC3C2=CC(=O)OC2)C)C)C(C(C1O)O)O,656630.0,0
670,LDK378,SARS-COV-2,10.1101/2020.03.20.999730,experimental,CC(Oc1cc(C2CCNCC2)c(cc1Nc1ncc(c(n1)Nc1ccccc1S(=O)(=O)C(C)C)Cl)C)C,57379345.0,0
671,Loperamid hydrochloride,SARS-COV-2,10.1101/2020.03.20.999730,experimental,Clc1ccc(cc1)C1(O)CCN(CC1)CCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1.Cl.Cl,67764865.0,0
672,Lopinavir,SARS-COV-2,10.1101/2020.03.20.999730,experimental,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727.0,0
673,Lusutrombopag,SARS-COV-2,10.1101/2020.03.20.999730,experimental,CCCCCCOC(c1cccc(c1OC)c1csc(n1)NC(=O)c1cc(Cl)c(c(c1)Cl)C=C(C(=O)O)C)C,49843517.0,0
674,Mefloquine,SARS-COV-2,10.1101/2020.03.20.999730,experimental,OC(c1cc(nc2c1cccc2C(F)(F)F)C(F)(F)F)C1CCCCN1,40692.0,0
675,Mequitazine,SARS-COV-2,10.1101/2020.03.20.999730,experimental,c1ccc2c(c1)N(CC1CN3CCC1CC3)c1c(S2)cccc1,4066.0,0
676,Niclosamide,SARS-COV-2,10.1101/2020.03.20.999730,experimental,Clc1ccc(c(c1)C(=O)Nc1ccc(cc1Cl)[N+](=O)[O-])O,4477.0,0
677,Osajin,SARS-COV-2,10.1101/2020.03.20.999730,experimental,CC(=CCc1c2OC(C)(C)C=Cc2c2c(c1O)c(=O)c(co2)c1ccc(cc1)O)C,95168.0,0
678,Osimertinib mesylate,SARS-COV-2,10.1101/2020.03.20.999730,experimental,CS(=O)(=O)O.C=CC(=O)Nc1cc(Nc2nccc(n2)c2cn(c3c2cccc3)C)c(cc1N(CCN(C)C)C)OC,78357807.0,0
679,Ouabain,SARS-COV-2,10.1101/2020.03.20.999730,experimental,OCC12C(O)CC(CC2(O)CCC2C1C(O)CC1(C2(O)CCC1C1=CC(=O)OC1)C)OC1OC(C)C(C(C1O)O)O,439501.0,0
680,Oxyclozanide,SARS-COV-2,10.1101/2020.03.20.999730,experimental,Clc1cc(NC(=O)c2c(O)c(Cl)cc(c2Cl)Cl)c(c(c1)Cl)O,16779.0,0
681,Penfluridol,SARS-COV-2,10.1101/2020.03.20.999730,experimental,Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)(O)c1ccc(c(c1)C(F)(F)F)Cl,33630.0,0
682,Perhexiline maleate,SARS-COV-2,10.1101/2020.03.20.999730,experimental,C1CCC(NC1)CC(C1CCCCC1)C1CCCCC1.OC(=O)C=CC(=O)O,5284439.0,0
683,Phenazopyridine hydrochloride,SARS-COV-2,10.1101/2020.03.20.999730,experimental,Nc1ccc(c(n1)N)N=Nc1ccccc1.Cl,8691.0,0
684,Pralatrexate,SARS-COV-2,10.1101/2020.03.20.999730,experimental,C#CCC(c1ccc(cc1)C(=O)NC(C(=O)O)CCC(=O)O)Cc1cnc2c(n1)c(N)nc(n2)N,148121.0,0
685,Proscillaridin,SARS-COV-2,10.1101/2020.03.20.999730,experimental,OC1C(OC2CCC3(C(=C2)CCC2C3CCC3(C2(O)CCC3c2ccc(=O)oc2)C)C)OC(C(C1O)O)C,5284613.0,0
686,Pyronaridine tetraphosphate,SARS-COV-2,10.1101/2020.03.20.999730,experimental,OP(=O)(O)O.OP(=O)(O)O.OP(=O)(O)O.OP(=O)(O)O.COc1ccc2c(n1)c(Nc1cc(CN3CCCC3)c(c(c1)CN1CCCC1)O)c1c(n2)cc(cc1)Cl,156867.0,0
687,Quinacrine hydrochloride,SARS-COV-2,10.1101/2020.03.20.999730,experimental,CCN(CCCC(Nc1c2cc(OC)ccc2nc2c1ccc(c2)Cl)C)CC.Cl.Cl,6239.0,0
688,Remdesivir,SARS-COV-2,10.1101/2020.03.20.999730,experimental,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,,0
689,"Salinomycin, sodium",SARS-COV-2,10.1101/2020.03.20.999730,experimental,CCC(C1OC2(C=CC(C3(O2)CCC(O3)(C)C2CCC(C(O2)C)(O)CC)O)C(CC1C)C)C(=O)C(C(C(C1OC(CCC1C)C(C(=O)[O-])CC)C)O)C.[Na+],23682228.0,0
690,Tetrandrine,SARS-COV-2,10.1101/2020.03.20.999730,experimental,COc1c(OC)cc2c3c1Oc1cc4c(cc1OC)CCN(C4Cc1ccc(Oc4cc(CC3N(CC2)C)ccc4OC)cc1)C,73078.0,0
691,Thioridazine hydrochloride,SARS-COV-2,10.1101/2020.03.20.999730,experimental,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1c(S2)cccc1.Cl,66062.0,0
692,Tilorone,SARS-COV-2,10.1101/2020.03.20.999730,experimental,CCN(CCOc1ccc2c(c1)C(=O)c1c2ccc(c1)OCCN(CC)CC)CC,5475.0,0
693,Toremiphene,SARS-COV-2,10.1101/2020.03.20.999730,experimental,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3,3005573.0,0
694,Triparanol,SARS-COV-2,10.1101/2020.03.20.999730,experimental,CCN(CCOc1ccc(cc1)C(c1ccc(cc1)C)(Cc1ccc(cc1)Cl)O)CC,6536.0,0
695,Saquinavir,SARS-COV-2,10.1101/2020.04.05.20054254,computational,NC(=O)CC(C(=O)NC(C(CN1CC2CCCCC2CC1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2,441243.0,0
696,Atazanavir,SARS-COV-2,10.1101/2020.04.05.20054254,computational,COC(=O)NC(C(C)(C)C)C(=O)NN(Cc1ccc(cc1)c1ccccn1)CC(C(Cc1ccccc1)NC(=O)C(C(C)(C)C)NC(=O)OC)O,148192.0,0
697,Lopinavir,SARS-COV-2,10.1101/2020.04.05.20054254,computational,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727.0,0
698,Tipranavir,SARS-COV-2,10.1101/2020.04.05.20054254,computational,CCCC1(CCc2ccccc2)CC(=C(C(=O)O1)C(c1cccc(c1)NS(=O)(=O)c1ccc(cn1)C(F)(F)F)CC)O,54682461.0,0
699,Amprenavir,SARS-COV-2,10.1101/2020.04.05.20054254,computational,CC(CN(S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1CCOC1)O)C,65016.0,0
700,Fosamprenavir,SARS-COV-2,10.1101/2020.04.05.20054254,computational,CC(CN(S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1CCOC1)OP(=O)(O)O)C,131536.0,0
701,Ritonavir,SARS-COV-2,10.1101/2020.04.05.20054254,computational,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,392622.0,0
702,Darunavir,SARS-COV-2,10.1101/2020.04.05.20054254,computational,CC(CN(S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1COC2C1CCO2)O)C,213039.0,0
703,Paritaprevir,SARS-COV-2,10.1101/2020.04.05.20054254,computational,Cc1ncc(nc1)C(=O)NC1CCCCCC=CC2C(NC(=O)C3N(C1=O)CC(C3)Oc1nc3ccccc3c3c1cccc3)(C2)C(=O)NS(=O)(=O)C1CC1,45110509.0,0
704,Azithromycine,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CCC1OC(=O)C(C)C(OC2OC(C)C(C(C2)(C)OC)O)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(CC(CN(C(C(C1(C)O)O)C)C)C)(C)O,447043.0,0
705,Opipramol,SARS-COV-2,10.1101/2020.04.03.023846,mixed,OCCN1CCN(CC1)CCCN1c2ccccc2C=Cc2c1cccc2,9417.0,0
706,Quinidine,SARS-COV-2,10.1101/2020.04.03.023846,mixed,C=CC1CN2CCC1CC2C(c1ccnc2c1cc(OC)cc2)O,441074.0,0
707,Omeprazol,SARS-COV-2,10.1101/2020.04.03.023846,mixed,COc1ccc2c(c1)[nH]c(n2)S(=O)Cc1ncc(c(c1C)OC)C,4594.0,0
708,Oxprenolol hydrochloride,SARS-COV-2,10.1101/2020.04.03.023846,mixed,C=CCOc1ccccc1OCC(CNC(C)C)O.Cl,71172.0,0
709,Clemizole hydrochloride,SARS-COV-2,10.1101/2020.04.03.023846,mixed,Clc1ccc(cc1)Cn1c(CN2CCCC2)nc2c1cccc2.Cl,5309446.0,0
710,Alprostadil,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CCCCCC(C=CC1C(O)CC(=O)C1CCCCCCC(=O)O)O,5280723.0,0
711,Dolutegravir,SARS-COV-2,10.1101/2020.04.03.023846,mixed,Fc1ccc(c(c1)F)CNC(=O)c1cn2CC3OCCC(N3C(=O)c2c(c1=O)O)C,54726191.0,0
712,Sulfadoxine,SARS-COV-2,10.1101/2020.04.03.023846,mixed,COc1c(OC)ncnc1NS(=O)(=O)c1ccc(cc1)N,17134.0,0
713,Arbidol,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CCOC(=O)c1c(CSc2ccccc2)n(c2c1c(CN(C)C)c(O)c(c2)Br)C,131411.0,0
714,Remdesivir,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CCC(COC(=O)C(NP(=O)(Oc1ccccc1)OCC1OC(C(C1O)O)(C#N)c1ccc2n1ncnc2N)C)CC,121304016.0,0
715,Oxymetholone,SARS-COV-2,10.1101/2020.04.03.023846,mixed,OC=C1CC2(C)C(CC1=O)CCC1C2CCC2(C1CCC2(C)O)C,5281034.0,0
716,Equilin,SARS-COV-2,10.1101/2020.04.03.023846,mixed,Oc1ccc2c(c1)CC=C1C2CCC2(C1CCC2=O)C,223368.0,0
717,Pregnenolone,SARS-COV-2,10.1101/2020.04.03.023846,mixed,OC1CCC2(C(=CCC3C2CCC2(C3CCC2C(=O)C)C)C1)C,8955.0,0
718,Formestane,SARS-COV-2,10.1101/2020.04.03.023846,mixed,O=C1CCC2(C(=C1O)CCC1C2CCC2(C1CCC2=O)C)C,11273.0,0
719,Exemestane,SARS-COV-2,10.1101/2020.04.03.023846,mixed,O=C1C=CC2(C(=C1)C(=C)CC1C2CCC2(C1CCC2=O)C)C,60198.0,0
720,Methandrostenolone,SARS-COV-2,10.1101/2020.04.03.023846,mixed,O=C1C=CC2(C(=C1)CCC1C2CCC2(C1CCC2(C)O)C)C,6300.0,0
721,Prednicarbate,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CCOC(=O)OC1(CCC2C1(C)CC(O)C1C2CCC2=CC(=O)C=CC12C)C(=O)COC(=O)CC,6714002.0,0
722,Desonide,SARS-COV-2,10.1101/2020.04.03.023846,mixed,OCC(=O)C12OC(OC1CC1C2(C)CC(O)C2C1CCC1=CC(=O)C=CC21C)(C)C,5311066.0,0
723,Misoprostol,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CCCCC(CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC)(O)C,5282381.0,0
724,Vonoprazan,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CNCc1cc(n(c1)S(=O)(=O)c1cccnc1)c1ccccc1F,15981397.0,0
725,Darunavir,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CC(CN(S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1COC2C1CCO2)O)C,213039.0,0
726,Prothionamide,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CCCc1cc(ccn1)C(=S)N,666418.0,0
727,Levofloxacin,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CN1CCN(CC1)c1c(F)cc2c3c1OCC(n3cc(c2=O)C(=O)O)C,149096.0,0
728,Enoxacin,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CCn1cc(C(=O)O)c(=O)c2c1nc(N1CCNCC1)c(c2)F,3229.0,0
729,Sparfloxacin,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CC1NC(C)CN(C1)c1c(F)c(N)c2c(c1F)n(cc(c2=O)C(=O)O)C1CC1,60464.0,0
730,D-cycloserine,SARS-COV-2,10.1101/2020.04.03.023846,mixed,NC1CONC1=O,6234.0,0
731,L-Cycloserine,SARS-COV-2,10.1101/2020.04.03.023846,mixed,NC1CONC1=O,449215.0,0
732,Spiramycin,SARS-COV-2,10.1101/2020.04.03.023846,mixed,O=CCC1CC(C)C(C=CC=CCC(OC(=O)CC(C(C1OC1OC(C)C(C(C1O)N(C)C)OC1CC(C)(O)C(C(O1)C)O)OC)O)C)OC1CCC(C(O1)C)N(C)C,6419898.0,0
733,Cefamandole,SARS-COV-2,10.1101/2020.04.03.023846,mixed,OC(C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1C)c1ccccc1,456255.0,0
734,Benzathine,SARS-COV-2,10.1101/2020.04.03.023846,mixed,N(Cc1ccccc1)CCNCc1ccccc1,8793.0,0
735,Merbromin,SARS-COV-2,10.1101/2020.04.03.023846,mixed,O=C1OC2(c3c1cccc3)c1cc(Br)c(cc1Oc1c2cc(Br)c(c1[Hg])[O-])[O-].O.[Na+].[Na+],8505.0,0
736,Ifenprodil tartrate,SARS-COV-2,10.1101/2020.04.03.023846,mixed,OC(C(C(=O)O)O)C(=O)O.Oc1ccc(cc1)C(C(N1CCC(CC1)Cc1ccccc1)C)O.Oc1ccc(cc1)C(C(N1CCC(CC1)Cc1ccccc1)C)O,656586.0,0
737,Nylidrin,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CC(NC(C(c1ccc(cc1)O)O)C)CCc1ccccc1,4567.0,0
738,Cyclopentolate,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CN(CCOC(=O)C(C1(O)CCCC1)c1ccccc1)C,2905.0,0
739,(S)-(-)-Propranolol hydrochloride,SARS-COV-2,10.1101/2020.04.03.023846,mixed,OC(COc1cccc2c1cccc2)CNC(C)C.Cl,165193.0,0
740,Ranolazine,SARS-COV-2,10.1101/2020.04.03.023846,mixed,COc1ccccc1OCC(CN1CCN(CC1)CC(=O)Nc1c(C)cccc1C)O,56959.0,0
741,Candesartan,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CCOc1nc2c(n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)c(ccc2)C(=O)O,2541.0,0
742,Olmesartan,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CCCc1nc(c(n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)C(=O)O)C(O)(C)C,158781.0,0
743,Ambrisentan,SARS-COV-2,10.1101/2020.04.03.023846,mixed,COC(C(C(=O)O)Oc1nc(C)cc(n1)C)(c1ccccc1)c1ccccc1,6918493.0,0
744,Fosinopril,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CCC(=O)OC(C(C)C)OP(=O)(CC(=O)N1CC(CC1C(=O)O)C1CCCCC1)CCCCc1ccccc1,55891.0,0
745,Fenoldopam,SARS-COV-2,10.1101/2020.04.03.023846,mixed,Oc1ccc(cc1)C1CNCCc2c1cc(O)c(c2Cl)O,3341.0,0
746,Meptazinol,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CCC1(CCCCN(C1)C)c1cccc(c1)O,41049.0,0
747,Nalmefene hydrochloride,SARS-COV-2,10.1101/2020.04.03.023846,mixed,C=C1CCC2(C34C1Oc1c4c(CC2N(CC3)CC2CC2)ccc1O)O.Cl,5388881.0,0
748,Mirtazapine,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CN1CCN2C(C1)c1ccccc1Cc1c2nccc1,4205.0,0
749,Olanzapine,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CN1CCN(CC1)C1=Nc2ccccc2Nc2c1cc(s2)C,135398745.0,0
750,Tacrine,SARS-COV-2,10.1101/2020.04.03.023846,mixed,Nc1c2CCCCc2nc2c1cccc2,1935.0,0
751,Promazine,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CN(CCCN1c2ccccc2Sc2c1cccc2)C,4926.0,0
752,Clebopride,SARS-COV-2,10.1101/2020.04.03.023846,mixed,COc1cc(N)c(cc1C(=O)NC1CCN(CC1)Cc1ccccc1)Cl,2780.0,0
753,Donepezil,SARS-COV-2,10.1101/2020.04.03.023846,mixed,COc1cc2c(cc1OC)CC(C2=O)CC1CCN(CC1)Cc1ccccc1,3152.0,0
754,Tolperisone,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CC(C(=O)c1ccc(cc1)C)CN1CCCCC1,5511.0,0
755,Idazoxan,SARS-COV-2,10.1101/2020.04.03.023846,mixed,C1CN=C(N1)C1COc2c(O1)cccc2,54459.0,0
756,Ondansetron,SARS-COV-2,10.1101/2020.04.03.023846,mixed,O=C1C(CCc2c1c1ccccc1n2C)Cn1ccnc1C,4595.0,0
757,Eletriptan,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CN1CCCC1Cc1c[nH]c2c1cc(cc2)CCS(=O)(=O)c1ccccc1,77993.0,0
758,Phentermine,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CC(Cc1ccccc1)(N)C,4771.0,0
759,Buspirone,SARS-COV-2,10.1101/2020.04.03.023846,mixed,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1ncccn1,2477.0,0
760,Nabumetone,SARS-COV-2,10.1101/2020.04.03.023846,mixed,COc1ccc2c(c1)ccc(c2)CCC(=O)C,4409.0,0
761,Tolterodine,SARS-COV-2,10.1101/2020.04.03.023846,mixed,Cc1ccc(c(c1)C(c1ccccc1)CCN(C(C)C)C(C)C)O,443879.0,0
762,Benoxinate,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CCCCOc1cc(ccc1N)C(=O)OCCN(CC)CC,4633.0,0
763,Meprylcaine,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CCCNC(COC(=O)c1ccccc1)(C)C,4065.0,0
764,Dyclonine,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CCCCOc1ccc(cc1)C(=O)CCN1CCCCC1,3180.0,0
765,Eperisone,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CCc1ccc(cc1)C(=O)C(CN1CCCCC1)C,3236.0,0
766,Cisatracurium,SARS-COV-2,10.1101/2020.04.03.023846,mixed,COc1cc2c(cc1OC)CC[N+](C2Cc1ccc(c(c1)OC)OC)(C)CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCc2c(C1Cc1ccc(c(c1)OC)OC)cc(c(c2)OC)OC,62887.0,0
767,Formoterol,SARS-COV-2,10.1101/2020.04.03.023846,mixed,O=CNc1cc(ccc1O)C(CNC(Cc1ccc(cc1)OC)C)O,3083544.0,0
768,Ambroxol,SARS-COV-2,10.1101/2020.04.03.023846,mixed,OC1CCC(CC1)NCc1cc(Br)cc(c1N)Br,2132.0,0
769,Levalbuterol,SARS-COV-2,10.1101/2020.04.03.023846,mixed,OCc1cc(ccc1O)C(CNC(C)(C)C)O,123600.0,0
770,Dimenhydrinate,SARS-COV-2,10.1101/2020.04.03.023846,mixed,Clc1[nH]c2c(n1)n(C)c(=O)n(c2=O)C.CN(CCOC(c1ccccc1)c1ccccc1)C,10660.0,0
771,Tripelennamine,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CN(CCN(c1ccccn1)Cc1ccccc1)C,5587.0,0
772,Chloroquine,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,2719.0,0
773,Hydroxychloroquine,SARS-COV-2,10.1101/2020.04.03.023846,mixed,OCCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,3652.0,0
774,Artenimol,SARS-COV-2,10.1101/2020.04.03.023846,mixed,OC1OC2OC3(C)CCC4C2(C(C1C)CCC4C)OO3,3000518.0,0
775,Dipivefrin,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CNCC(c1ccc(c(c1)OC(=O)C(C)(C)C)OC(=O)C(C)(C)C)O,3105.0,0
776,Ethoxzolamide,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CCOc1ccc2c(c1)sc(n2)S(=O)(=O)N,3295.0,0
777,Oxiglutatione,SARS-COV-2,10.1101/2020.04.03.023846,mixed,O=C(NC(C(=O)NCC(=O)O)CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)CCC(C(=O)O)N,65359.0,0
778,Isotretinoin,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CC(=CC=CC(=CC(=O)O)C)C=CC1=C(C)CCCC1(C)C,5282379.0,0
779,Anthralin,SARS-COV-2,10.1101/2020.04.03.023846,mixed,Oc1cccc2c1C(=O)c1c(C2)cccc1O,2202.0,0
780,Ibudilast,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CC(C(=O)c1c(nn2c1cccc2)C(C)C)C,3671.0,0
781,Fursultiamine,SARS-COV-2,10.1101/2020.04.03.023846,mixed,OCCC(=C(N(Cc1cnc(nc1N)C)C=O)C)SSCC1CCCO1,3002119.0,0
782,Anethole-trithione,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CC=Cc1ccc(cc1)OC,637563.0,0
783,Zoledronic acid,SARS-COV-2,10.1101/2020.04.03.023846,mixed,OP(=O)(C(P(=O)(O)O)(Cn1cncc1)O)O,68740.0,0
784,Oxyphenisatin,SARS-COV-2,10.1101/2020.04.03.023846,mixed,Oc1ccc(cc1)C1(c2ccc(cc2)O)C(=O)Nc2c1cccc2,31315.0,0
785,Cyclofenil,SARS-COV-2,10.1101/2020.04.03.023846,mixed,CC(=O)Oc1ccc(cc1)C(=C1CCCCC1)c1ccc(cc1)OC(=O)C,2898.0,0
786,Lopinavir,SARS-COV-2,10.1101/2020.04.06.026476,experimental,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727.0,0
